Company,Market Share Gaming GPU (%),Market Share Data Center GPU (%),Annual Revenue (Billion USD),Product Lines,Performance Gaming (1-10),Performance AI/Compute (1-10),Power Efficiency (1-10),Innovation Focus,Target Markets,Strengths,Weaknesses,Recent Major Development
ARM,19.32,44.98,39.27,"Neoverse, Mali, Ethos",4,1,2,AI Acceleration,Media & Entertainment,Innovative R&D,Narrow product range,Acquired Mellanox
Samsung,41.66,17.92,30.72,RDNA,6,3,7,Ray Tracing,Media & Entertainment,Wide product portfolio,Software compatibility issues,Acquired Mellanox
Analog Devices,19.66,16.26,12.7,"SHARC, Blackfin",1,7,9,FPGA Optimization,Telecommunications,Wide product portfolio,High power consumption,Debuted multi-GPU scaling tech
IBM,150.94,14.66,4.66,"Watson GPU, Z Series",6,8,8,Deep Learning,"Enterprise, Education, Financial Services, Automotive",Diverse product applications,Software compatibility issues,Released latest mobile GPU
Huawei,70.5,11.77,9.86,"Kirin GPU, Ascend AI",1,2,1,Edge Computing,"Telecommunications, IoT, Automotive, Education",High power efficiency,Software compatibility issues,Acquired Mellanox
Analog Devices,25.3,44.4,37.36,"Blackfin, SHARC",9,4,2,Cloud Gaming,AI/Compute,Robust software support,Supply chain constraints,Released VR-optimized hardware
Xilinx,62.92,68.38,19.48,Alveo,3,7,8,Neural Networks,"Data Center, Media & Entertainment",Innovative R&D,Security vulnerabilities,Announced new AI research lab
Sony,24.98,44.45,38.78,"PlayStation GPU, Imagination GPU",3,3,7,Blockchain Security,"Education, Cloud, Gaming, IoT",Strong brand recognition,Limited AI focus,Acquired Mellanox
Intel,83.18,21.65,5.97,"Iris, Optane",1,6,3,Ray Tracing,Financial Services,Scalable architectures,Smaller developer base,Integrated 5G with GPUs
IBM,39.08,42.84,2.65,"Z Series, PowerAI, Watson GPU",8,1,8,Cloud Gaming,"Gaming, Automotive",Strong brand recognition,High prices,Partnered with automotive leaders
IBM,95.88,21.73,28.27,PowerAI,6,4,10,Energy Efficiency,"Defense, Education, Mobile, Financial Services",Strong partnerships,Supply chain constraints,Upgraded software development kits
Samsung,84.24,18.72,34.74,RDNA,4,7,1,AI Acceleration,Media & Entertainment,Leading performance,Narrow product range,Released VR-optimized hardware
Broadcom,42.7,67.27,7.51,"VideoCore, StrataDNX, Tomahawk",6,3,4,Quantum Computing,Education,Scalable architectures,Software compatibility issues,Announced new AI research lab
NXP Semiconductors,125.36,48.99,11.04,"Layerscape, i.MX GPU",3,5,7,Low Latency Streaming,"IoT, Consumer Electronics, Cloud, AI/Compute",Scalable architectures,Limited mobile presence,Launched new RTX 40 series
Sony,136.76,8.12,25.65,"Imagination GPU, PlayStation GPU",6,2,2,Low Latency Streaming,"IoT, Media & Entertainment",Cutting-edge technology,Security vulnerabilities,Acquired Mellanox
Nvidia,79.2,25.2,4.29,"RTX, Shield",10,1,10,Autonomous Vehicles,"Telecommunications, Mobile, Cloud",Global market presence,Software compatibility issues,Acquired Mellanox
Apple,74.02,43.36,22.42,A14 GPU,2,7,3,5G Integration,Data Center,Diverse product applications,Smaller developer base,Upgraded software development kits
Analog Devices,148.34,1.72,7.73,"Blackfin, SHARC",1,3,9,Energy Efficiency,"Financial Services, Telecommunications",Innovative R&D,High prices,Debuted multi-GPU scaling tech
Nvidia,13.76,44.85,26.2,GeForce,9,3,6,Cloud Gaming,"Cloud, Education, Enterprise",Advanced AI capabilities,Smaller developer base,Integrated 5G with GPUs
Marvell,5.8,10.76,22.91,OCTEON,3,5,7,AI Acceleration,"Healthcare, Enterprise",Wide product portfolio,Narrow product range,Upgraded software development kits
Sony,11.88,44.21,1.43,Imagination GPU,5,9,2,AI Acceleration,"Automotive, Enterprise, Cloud, Consumer Electronics",Diverse product applications,Late to market in some segments,Introduced AI-focused GPUs
Marvell,78.72,36.44,17.73,"OCTEON, Alaska",1,6,4,Autonomous Vehicles,Cloud,High power efficiency,Limited AI focus,Released latest mobile GPU
ARM,169.72,58.72,23.87,"Mali, Neoverse, Ethos",8,1,5,High Performance Computing,"IoT, Healthcare, Enterprise",Scalable architectures,Narrow product range,Partnered with automotive leaders
Marvell,81.4,22.5,7.63,"Alaska, OCTEON",9,9,9,Autonomous Vehicles,"Automotive, Defense, Education",Scalable architectures,Narrow product range,Introduced AI-focused GPUs
Micron,145.32,12.86,26.75,"HBM Memory, GDDR",9,2,5,AI Acceleration,"Healthcare, Financial Services, Cloud, Media & Entertainment",Strong partnerships,Limited AI focus,Announced new AI research lab
Huawei,50.68,13.61,16.61,Ascend AI,6,2,4,VR/AR,"Media & Entertainment, IoT",Cutting-edge technology,Limited mobile presence,Enhanced power efficiency technologies
Intel,98.78,40.02,14.16,"Xe, Arc, HD Graphics",2,9,1,VR/AR,"Enterprise, Education, Defense, Consumer Electronics",Strong partnerships,High power consumption,Partnered with automotive leaders
Broadcom,4.92,3.28,9.48,"Tomahawk, StrataDNX, VideoCore",5,6,2,Edge Computing,"Consumer Electronics, Data Center, Cloud, Media & Entertainment",Strong developer ecosystem,Late to market in some segments,Expanded cloud gaming services
Intel,94.14,7.07,32.16,"Iris, Optane, Xe",7,4,9,Quantum Computing,Enterprise,Wide product portfolio,Late to market in some segments,Integrated 5G with GPUs
Xilinx,94.5,31.94,37.91,"Versal, Alveo",9,6,6,FPGA Optimization,Automotive,Diverse product applications,High power consumption,Introduced AI-focused GPUs
Texas Instruments,31.36,9.37,14.44,DSP,4,10,1,Deep Learning,"Automotive, Mobile, Enterprise",Strong partnerships,Late to market in some segments,Debuted multi-GPU scaling tech
AMD,119.66,48.04,9.4,Instinct,8,9,5,High Performance Computing,Healthcare,Leading performance,Narrow product range,Integrated 5G with GPUs
Samsung,155.18,19.46,7.26,"Mali GPU, RDNA",5,10,10,Multi-GPU Scaling,"Telecommunications, Enterprise, Gaming, Mobile",Diverse product applications,Late to market in some segments,Introduced AI-focused GPUs
IBM,7.08,38.25,30.14,"Watson GPU, Z Series",9,9,6,Cloud Gaming,Defense,High power efficiency,Limited AI focus,Partnered with automotive leaders
Micron,89.94,21.42,23.56,"HBM Memory, GDDR",6,5,10,High Performance Computing,"Defense, Gaming, AI/Compute",Leading performance,High power consumption,Expanded cloud gaming services
ARM,55.64,62.02,33.0,"Mali, Neoverse, Ethos",3,9,4,FPGA Optimization,"IoT, Gaming",Strong partnerships,Limited mobile presence,Debuted multi-GPU scaling tech
NXP Semiconductors,47.26,20.49,33.26,"i.MX GPU, Layerscape",5,7,6,VR/AR,"Defense, Cloud, Education",Advanced AI capabilities,Limited mobile presence,Introduced AI-focused GPUs
Samsung,7.32,66.13,9.67,"Mali GPU, Exynos GPU",2,6,9,AI Acceleration,"Financial Services, Defense",Strong partnerships,High prices,Announced new AI research lab
Analog Devices,166.02,4.18,38.01,"SHARC, Blackfin",4,3,1,Ray Tracing,"Defense, Gaming",Diverse product applications,Supply chain constraints,Released latest mobile GPU
Google,46.08,37.32,29.71,"Coral Edge TPU, Tensor, TPU",7,4,10,Ray Tracing,"Financial Services, Media & Entertainment, Consumer Electronics",Innovative R&D,Complex integration,Debuted multi-GPU scaling tech
Intel,71.64,9.9,28.6,Xe,10,5,7,Neural Networks,Cloud,Scalable architectures,Complex integration,Acquired Mellanox
NXP Semiconductors,14.02,47.28,7.33,"i.MX GPU, Layerscape",4,6,7,AI Acceleration,Media & Entertainment,Competitive pricing,Limited mobile presence,Announced new AI research lab
ASRock,14.46,15.73,21.18,X570 GPU,7,8,1,Low Latency Streaming,"Consumer Electronics, Healthcare, Media & Entertainment, Enterprise",Cutting-edge technology,High power consumption,Enhanced power efficiency technologies
Analog Devices,74.26,73.03,16.44,SHARC,9,10,10,Deep Learning,"Automotive, Financial Services, Gaming",Innovative R&D,Narrow product range,Introduced AI-focused GPUs
AMD,146.18,29.11,8.49,"FirePro, Ryzen Graphics, Radeon",5,6,3,Blockchain Security,"Automotive, Defense",Advanced AI capabilities,Smaller developer base,Debuted multi-GPU scaling tech
Google,4.94,22.89,16.91,"TPU, Coral Edge TPU, Tensor",8,8,2,Edge Computing,"Mobile, Automotive, Telecommunications",Robust software support,High prices,Announced new AI research lab
Intel,20.46,28.6,26.85,"HD Graphics, Arc, Xe",3,4,5,Neural Networks,"Consumer Electronics, Automotive, IoT, Enterprise",Wide product portfolio,High power consumption,Enhanced power efficiency technologies
Huawei,154.22,9.33,19.89,"Kirin GPU, Ascend AI",6,6,1,Cloud Gaming,"Consumer Electronics, Mobile",Wide product portfolio,Late to market in some segments,Partnered with automotive leaders
ASRock,90.96,65.31,15.73,"X570 GPU, Phantom Gaming",4,10,3,Deep Learning,Education,Robust software support,Smaller developer base,Expanded cloud gaming services
Qualcomm,77.56,46.15,10.88,"Snapdragon GPU, Kryo, Adreno",3,2,8,FPGA Optimization,Automotive,Advanced AI capabilities,Complex integration,Upgraded software development kits
IBM,71.38,65.2,19.83,Z Series,5,10,1,Edge Computing,Gaming,Robust software support,Limited mobile presence,Expanded cloud gaming services
MediaTek,28.14,62.47,14.92,"Dimensity, Mali GPU",1,5,9,5G Integration,"Gaming, Defense",Innovative R&D,Software compatibility issues,Released latest mobile GPU
Huawei,132.68,54.5,5.26,Kirin GPU,4,10,4,Autonomous Vehicles,Gaming,High power efficiency,Limited AI focus,Acquired Mellanox
Marvell,43.04,0.95,7.98,OCTEON,2,7,10,Edge Computing,"IoT, Consumer Electronics, Enterprise",Diverse product applications,Smaller developer base,Integrated 5G with GPUs
NXP Semiconductors,164.3,38.02,3.17,"i.MX GPU, Layerscape",9,9,1,Deep Learning,Cloud,Strong partnerships,High power consumption,Enhanced power efficiency technologies
Samsung,154.5,3.06,3.4,"Mali GPU, Exynos GPU",7,10,3,Edge Computing,"Gaming, Telecommunications",High power efficiency,Inconsistent performance,Released VR-optimized hardware
Broadcom,16.88,50.53,22.18,"Tomahawk, StrataDNX, VideoCore",1,7,6,Deep Learning,Mobile,Diverse product applications,High power consumption,Integrated 5G with GPUs
MediaTek,68.28,21.06,25.28,"Dimensity, Mali GPU",9,3,1,Autonomous Vehicles,Defense,Global market presence,Complex integration,Partnered with automotive leaders
Intel,30.28,68.33,4.63,Arc,4,9,4,Mobile Graphics,"Enterprise, Healthcare, Defense, Gaming",Leading performance,Limited mobile presence,Expanded cloud gaming services
Xilinx,161.52,50.04,20.08,"Versal, Alveo",2,3,5,AI Acceleration,Automotive,Scalable architectures,Complex integration,Introduced AI-focused GPUs
NXP Semiconductors,113.38,71.81,18.84,"i.MX GPU, Layerscape",3,4,7,High Performance Computing,"Automotive, Media & Entertainment",Diverse product applications,Supply chain constraints,Debuted multi-GPU scaling tech
AMD,49.48,35.54,10.76,Instinct,8,1,10,Autonomous Vehicles,"Media & Entertainment, Mobile, Consumer Electronics, IoT",Leading performance,Limited AI focus,Launched new RTX 40 series
Micron,48.12,37.69,28.98,"GDDR, HBM Memory",8,1,4,Edge Computing,"Telecommunications, Cloud",Diverse product applications,Security vulnerabilities,Integrated 5G with GPUs
Sony,22.96,31.93,19.73,"PlayStation GPU, Imagination GPU",10,8,8,Edge Computing,"Defense, Gaming, Enterprise",Global market presence,High prices,Introduced AI-focused GPUs
Nvidia,96.6,47.52,37.23,"Tesla, Jetson, Quadro",8,4,6,5G Integration,"IoT, Mobile, Education",Diverse product applications,Supply chain constraints,Introduced AI-focused GPUs
MediaTek,96.56,5.18,31.84,"Dimensity, Mali GPU",7,5,8,Ray Tracing,Financial Services,Leading performance,Narrow product range,Partnered with automotive leaders
Analog Devices,148.0,14.9,5.6,"SHARC, Blackfin",10,1,7,AI Acceleration,"Cloud, Automotive",Innovative R&D,Security vulnerabilities,Launched new RTX 40 series
Sony,57.92,72.41,27.86,"PlayStation GPU, Imagination GPU",7,2,6,Autonomous Vehicles,"Gaming, Automotive, Healthcare",Strong developer ecosystem,Smaller developer base,Acquired Mellanox
Nvidia,41.04,8.81,39.27,Tesla,5,7,6,Mobile Graphics,"Enterprise, Financial Services, Gaming",Strong brand recognition,Supply chain constraints,Released latest mobile GPU
AMD,84.58,31.47,10.49,Ryzen Graphics,9,2,7,VR/AR,"Education, Mobile, Data Center",Strong developer ecosystem,Complex integration,Released latest mobile GPU
MediaTek,149.82,31.44,14.9,"Dimensity, Mali GPU",8,4,9,AI Acceleration,"Education, Telecommunications",Wide product portfolio,Limited mobile presence,Expanded cloud gaming services
Texas Instruments,163.3,71.02,11.17,"TMS320, DSP",1,6,3,FPGA Optimization,"Consumer Electronics, Education, Data Center, AI/Compute",Global market presence,Narrow product range,Integrated 5G with GPUs
ARM,105.14,27.03,25.57,"Ethos, Mali",9,3,3,Neural Networks,"Financial Services, Enterprise, Data Center",Innovative R&D,Limited mobile presence,Released latest mobile GPU
Micron,123.1,18.92,7.28,"HBM Memory, GDDR",8,3,9,VR/AR,"Media & Entertainment, AI/Compute",Strong developer ecosystem,Smaller developer base,Expanded cloud gaming services
Xilinx,139.86,0.45,9.92,"Alveo, Versal",3,2,7,AI Acceleration,"Education, AI/Compute, Mobile",Scalable architectures,Software compatibility issues,Released VR-optimized hardware
Analog Devices,92.2,74.51,9.3,"SHARC, Blackfin",9,2,1,High Performance Computing,"Media & Entertainment, AI/Compute",Competitive pricing,High prices,Launched new RTX 40 series
Google,86.18,9.23,24.45,"Tensor, Coral Edge TPU",4,9,8,FPGA Optimization,"Cloud, Automotive, Education, AI/Compute",Global market presence,Limited AI focus,Upgraded software development kits
Qualcomm,38.72,14.89,11.26,Adreno,9,8,8,Neural Networks,"AI/Compute, IoT, Consumer Electronics",Global market presence,Inconsistent performance,Released VR-optimized hardware
IBM,17.2,24.76,5.08,"PowerAI, Watson GPU",1,6,1,5G Integration,Financial Services,Advanced AI capabilities,Late to market in some segments,Enhanced power efficiency technologies
AMD,76.7,21.81,24.62,FirePro,8,10,1,Edge Computing,"AI/Compute, IoT, Telecommunications, Education",High power efficiency,Complex integration,Released latest mobile GPU
Broadcom,42.98,36.56,9.65,"StrataDNX, VideoCore, Tomahawk",7,7,9,AI Acceleration,Media & Entertainment,Global market presence,Security vulnerabilities,Expanded cloud gaming services
Marvell,105.06,53.33,5.67,"OCTEON, Alaska",10,5,2,Multi-GPU Scaling,"Financial Services, Automotive, Telecommunications",Global market presence,Software compatibility issues,Launched new RTX 40 series
ASRock,106.98,49.74,10.67,Phantom Gaming,8,4,4,Low Latency Streaming,"Consumer Electronics, Automotive",Strong developer ecosystem,Software compatibility issues,Released VR-optimized hardware
Intel,132.02,47.44,13.59,Arc,2,1,7,Deep Learning,Media & Entertainment,Strong partnerships,Limited mobile presence,Expanded cloud gaming services
Broadcom,64.98,31.8,0.99,"StrataDNX, VideoCore",7,1,7,5G Integration,"Cloud, Gaming, Financial Services, IoT",Cutting-edge technology,Inconsistent performance,Upgraded software development kits
Nvidia,25.56,36.44,32.94,"RTX, DGX",6,8,6,Cloud Gaming,"Education, IoT, Mobile, Healthcare",Diverse product applications,Security vulnerabilities,Announced new AI research lab
Sony,68.92,2.52,9.75,"PlayStation GPU, Imagination GPU",1,9,8,Ray Tracing,Media & Entertainment,Strong partnerships,High prices,Upgraded software development kits
ASRock,18.44,63.45,31.44,"Phantom Gaming, X570 GPU",7,1,2,Blockchain Security,"Cloud, Defense",Global market presence,High prices,Expanded cloud gaming services
Apple,103.94,66.82,31.31,A14 GPU,7,4,8,VR/AR,Consumer Electronics,Strong brand recognition,Narrow product range,Debuted multi-GPU scaling tech
Intel,142.92,9.93,9.85,Arc,3,9,10,Cloud Gaming,"Healthcare, Automotive, AI/Compute",Strong brand recognition,Supply chain constraints,Partnered with automotive leaders
IBM,46.3,12.18,30.33,"Watson GPU, Z Series",8,9,8,Quantum Computing,"Telecommunications, Consumer Electronics, Enterprise, AI/Compute",Strong developer ecosystem,Limited mobile presence,Enhanced power efficiency technologies
Intel,11.96,25.72,4.88,"Optane, Xe, HD Graphics",3,3,9,Deep Learning,Telecommunications,High power efficiency,Supply chain constraints,Debuted multi-GPU scaling tech
Sony,38.66,62.72,9.38,"Imagination GPU, PlayStation GPU",10,10,1,5G Integration,"Enterprise, AI/Compute, Automotive",Competitive pricing,Software compatibility issues,Upgraded software development kits
Marvell,121.0,70.98,38.46,"Alaska, OCTEON",1,2,1,Energy Efficiency,"Financial Services, IoT",Advanced AI capabilities,Supply chain constraints,Released latest mobile GPU
Samsung,111.16,44.43,28.24,"RDNA, Exynos GPU, Mali GPU",1,8,4,High Performance Computing,Defense,Cutting-edge technology,Narrow product range,Partnered with automotive leaders
Intel,156.44,7.12,25.0,Xe,4,9,3,Mobile Graphics,"Defense, Enterprise",Wide product portfolio,Limited mobile presence,Announced new AI research lab
Marvell,63.84,21.54,19.89,"OCTEON, Alaska",8,9,9,Mobile Graphics,"Enterprise, IoT, Financial Services",Advanced AI capabilities,High prices,Released VR-optimized hardware
Broadcom,143.6,35.13,13.15,"Tomahawk, StrataDNX",9,7,8,Multi-GPU Scaling,"Cloud, Data Center",Competitive pricing,Security vulnerabilities,Acquired Mellanox
ASRock,158.3,0.9,10.12,Phantom Gaming,10,10,5,Energy Efficiency,Data Center,Diverse product applications,Limited mobile presence,Launched new RTX 40 series
ARM,142.96,5.45,36.59,"Ethos, Neoverse",4,9,3,High Performance Computing,"IoT, Media & Entertainment",Strong partnerships,Narrow product range,Released latest mobile GPU
Google,98.0,5.95,12.24,Coral Edge TPU,2,7,8,AI Acceleration,"Financial Services, Automotive, Healthcare, Mobile",High power efficiency,Limited AI focus,Debuted multi-GPU scaling tech
Google,100.94,48.03,35.47,"Tensor, Coral Edge TPU, TPU",5,1,7,Mobile Graphics,"IoT, Telecommunications, Gaming, Financial Services",High power efficiency,High prices,Released latest mobile GPU
Huawei,37.78,34.5,36.14,Ascend AI,6,7,9,Deep Learning,"Mobile, Enterprise, Education",Wide product portfolio,Narrow product range,Upgraded software development kits
AMD,24.54,50.71,37.44,"FirePro, Ryzen Graphics, Vega",9,6,1,Low Latency Streaming,Media & Entertainment,Global market presence,Late to market in some segments,Upgraded software development kits
Xilinx,131.24,63.66,39.06,"Versal, Alveo",10,1,5,5G Integration,"Cloud, Enterprise",Competitive pricing,Smaller developer base,Integrated 5G with GPUs
Xilinx,8.46,18.18,14.33,Versal,9,6,10,Low Latency Streaming,"Data Center, Automotive, Education",High power efficiency,Complex integration,Released latest mobile GPU
Nvidia,168.76,63.32,35.28,GeForce,4,8,3,Autonomous Vehicles,"Education, Cloud, Healthcare, Consumer Electronics",Strong developer ecosystem,Complex integration,Released VR-optimized hardware
Broadcom,2.4,21.97,5.32,"VideoCore, StrataDNX",4,10,4,Ray Tracing,"Consumer Electronics, Mobile, Telecommunications, Gaming",Scalable architectures,Smaller developer base,Launched new RTX 40 series
Analog Devices,29.34,35.77,39.03,"Blackfin, SHARC",1,8,6,Deep Learning,"Automotive, Media & Entertainment, AI/Compute",Competitive pricing,High prices,Released VR-optimized hardware
Broadcom,74.02,16.81,7.4,Tomahawk,10,6,4,Blockchain Security,Education,Strong brand recognition,Software compatibility issues,Partnered with automotive leaders
ASRock,48.92,11.43,7.64,"Phantom Gaming, X570 GPU",8,3,3,Autonomous Vehicles,Defense,Scalable architectures,Limited mobile presence,Integrated 5G with GPUs
Sony,119.96,72.44,1.37,"Imagination GPU, PlayStation GPU",5,1,2,Deep Learning,"Enterprise, Financial Services, Telecommunications, Mobile",Leading performance,Smaller developer base,Introduced AI-focused GPUs
Google,58.58,48.56,39.95,"Coral Edge TPU, Tensor, TPU",9,8,4,Ray Tracing,"AI/Compute, Financial Services, Mobile, Gaming",Robust software support,Smaller developer base,Partnered with automotive leaders
Analog Devices,166.18,0.87,25.68,Blackfin,3,3,3,Energy Efficiency,"Consumer Electronics, Financial Services, Data Center, Defense",Competitive pricing,Inconsistent performance,Released VR-optimized hardware
Apple,81.84,7.96,12.5,"A15 GPU, M2 GPU",9,7,5,FPGA Optimization,"Mobile, Defense",Diverse product applications,High power consumption,Debuted multi-GPU scaling tech
ARM,74.08,71.59,2.97,Mali,4,7,10,FPGA Optimization,"IoT, Cloud, Financial Services, AI/Compute",High power efficiency,Narrow product range,Enhanced power efficiency technologies
Xilinx,114.14,36.56,39.25,"Alveo, Versal",9,8,8,Low Latency Streaming,IoT,Scalable architectures,Smaller developer base,Acquired Mellanox
Samsung,159.56,38.19,32.12,"Mali GPU, RDNA, Exynos GPU",7,10,9,Deep Learning,"AI/Compute, Gaming, Defense",Strong brand recognition,Narrow product range,Upgraded software development kits
Broadcom,73.0,62.39,7.49,"Tomahawk, StrataDNX",1,10,7,High Performance Computing,"Media & Entertainment, AI/Compute, Consumer Electronics, Automotive",Global market presence,Late to market in some segments,Released VR-optimized hardware
Analog Devices,12.2,42.77,5.43,Blackfin,5,7,7,Quantum Computing,"Healthcare, Automotive, Defense",Strong brand recognition,Inconsistent performance,Launched new RTX 40 series
Sony,168.74,53.61,14.94,PlayStation GPU,3,3,9,Edge Computing,"Telecommunications, Gaming, IoT",Competitive pricing,Complex integration,Launched new RTX 40 series
IBM,101.0,27.54,24.82,PowerAI,5,4,5,Autonomous Vehicles,Mobile,Advanced AI capabilities,Late to market in some segments,Introduced AI-focused GPUs
Micron,124.9,47.17,18.34,GDDR,5,6,5,Deep Learning,"Telecommunications, Cloud",Strong brand recognition,Inconsistent performance,Enhanced power efficiency technologies
Texas Instruments,107.14,72.22,23.65,DSP,2,5,2,Ray Tracing,Data Center,Cutting-edge technology,Limited mobile presence,Released VR-optimized hardware
Texas Instruments,155.82,4.69,27.31,DSP,7,2,9,AI Acceleration,"Education, Mobile, Healthcare",Innovative R&D,Complex integration,Announced new AI research lab
Intel,148.42,56.01,25.81,"Optane, HD Graphics, Iris",3,7,9,Neural Networks,"Automotive, Mobile",Global market presence,Limited mobile presence,Released VR-optimized hardware
Broadcom,150.48,69.22,31.23,"VideoCore, Tomahawk",1,6,7,High Performance Computing,"Data Center, Defense",Global market presence,Supply chain constraints,Released latest mobile GPU
Samsung,164.68,64.98,5.67,"Exynos GPU, Mali GPU, RDNA",7,2,4,FPGA Optimization,Gaming,Competitive pricing,Late to market in some segments,Partnered with automotive leaders
Qualcomm,38.28,51.18,20.72,"Kryo, Snapdragon GPU, Adreno",7,4,10,Deep Learning,"IoT, Telecommunications, Education, Consumer Electronics",Diverse product applications,Late to market in some segments,Enhanced power efficiency technologies
Intel,130.32,55.27,5.06,HD Graphics,3,4,2,Edge Computing,"Media & Entertainment, Defense, Gaming, AI/Compute",Scalable architectures,Software compatibility issues,Introduced AI-focused GPUs
Apple,23.64,64.14,4.96,"A15 GPU, A14 GPU, M1 GPU",8,10,5,5G Integration,"Telecommunications, Data Center",Strong developer ecosystem,High power consumption,Released latest mobile GPU
Huawei,109.72,47.27,34.11,"Ascend AI, Kirin GPU",7,4,9,Neural Networks,Gaming,Competitive pricing,Smaller developer base,Announced new AI research lab
Xilinx,86.34,36.28,28.35,"Versal, Alveo",2,4,6,Cloud Gaming,"Telecommunications, Healthcare, AI/Compute, Enterprise",Strong developer ecosystem,Security vulnerabilities,Integrated 5G with GPUs
Nvidia,135.4,8.77,28.28,"RTX, Shield, Tesla",2,1,10,FPGA Optimization,"Financial Services, Education, AI/Compute, Cloud",Strong brand recognition,Narrow product range,Introduced AI-focused GPUs
Qualcomm,58.88,1.01,24.35,"Snapdragon GPU, Adreno, Kryo",10,8,1,High Performance Computing,"Defense, Cloud, Education, AI/Compute",Strong brand recognition,High power consumption,Released latest mobile GPU
ARM,100.64,11.1,13.12,Mali,6,6,2,Neural Networks,"Enterprise, Telecommunications",Robust software support,Narrow product range,Partnered with automotive leaders
Xilinx,113.58,40.57,5.48,"Alveo, Versal",4,2,7,Edge Computing,Defense,Leading performance,High power consumption,Released VR-optimized hardware
Analog Devices,57.08,40.8,5.46,"Blackfin, SHARC",3,4,6,High Performance Computing,Data Center,Competitive pricing,Limited AI focus,Launched new RTX 40 series
Xilinx,121.56,58.19,21.61,"Alveo, Versal",6,9,9,Quantum Computing,"Automotive, AI/Compute",Robust software support,Security vulnerabilities,Released latest mobile GPU
MediaTek,149.88,27.68,9.48,"Mali GPU, Dimensity",10,10,1,Autonomous Vehicles,"IoT, Telecommunications, Mobile",Advanced AI capabilities,Supply chain constraints,Announced new AI research lab
Samsung,26.76,39.28,2.91,Mali GPU,2,3,1,Quantum Computing,"Data Center, Automotive, Consumer Electronics",Strong partnerships,High prices,Acquired Mellanox
IBM,57.14,70.99,7.24,"PowerAI, Z Series",1,4,6,Edge Computing,AI/Compute,Leading performance,Narrow product range,Integrated 5G with GPUs
Broadcom,110.28,11.53,17.6,Tomahawk,8,1,10,Deep Learning,"Education, AI/Compute, IoT, Financial Services",Scalable architectures,Security vulnerabilities,Launched new RTX 40 series
Intel,90.4,16.71,17.61,"Iris, HD Graphics",2,1,7,VR/AR,"Cloud, Financial Services, Data Center, Enterprise",Strong brand recognition,Security vulnerabilities,Introduced AI-focused GPUs
Analog Devices,37.2,58.16,16.51,"Blackfin, SHARC",6,10,3,Energy Efficiency,"AI/Compute, Cloud",High power efficiency,Software compatibility issues,Expanded cloud gaming services
Analog Devices,167.96,64.41,4.42,"SHARC, Blackfin",8,8,2,FPGA Optimization,"Telecommunications, Education",Global market presence,Late to market in some segments,Introduced AI-focused GPUs
Samsung,46.1,74.25,11.24,"RDNA, Mali GPU",5,3,3,VR/AR,"Telecommunications, AI/Compute, Mobile",Advanced AI capabilities,Inconsistent performance,Integrated 5G with GPUs
ASRock,4.68,62.27,5.76,Phantom Gaming,9,6,2,Quantum Computing,"AI/Compute, Defense, Cloud, Telecommunications",Competitive pricing,Security vulnerabilities,Released latest mobile GPU
Apple,14.4,66.69,25.49,M1 GPU,10,10,5,Quantum Computing,"Enterprise, Cloud, Telecommunications",Leading performance,Inconsistent performance,Debuted multi-GPU scaling tech
Samsung,145.18,32.18,19.5,"Exynos GPU, RDNA",5,1,8,Energy Efficiency,"Education, Gaming",Cutting-edge technology,Complex integration,Integrated 5G with GPUs
Intel,39.66,6.07,39.55,"Iris, Arc",4,4,10,FPGA Optimization,"Data Center, Consumer Electronics, Mobile, Financial Services",Advanced AI capabilities,High power consumption,Partnered with automotive leaders
IBM,50.72,31.45,21.09,"Watson GPU, PowerAI",9,7,1,Blockchain Security,Enterprise,Global market presence,Complex integration,Upgraded software development kits
ARM,148.22,38.07,5.35,Ethos,8,3,3,Blockchain Security,"Cloud, Enterprise",Strong developer ecosystem,Smaller developer base,Launched new RTX 40 series
Google,71.64,53.14,37.72,"Coral Edge TPU, TPU, Tensor",9,6,8,Edge Computing,"Healthcare, Cloud, Education",Robust software support,Smaller developer base,Expanded cloud gaming services
NXP Semiconductors,162.04,20.15,4.61,i.MX GPU,6,8,5,Ray Tracing,"Gaming, Defense, Consumer Electronics",Global market presence,High prices,Released VR-optimized hardware
NXP Semiconductors,87.84,54.93,6.47,Layerscape,1,9,3,5G Integration,"Consumer Electronics, Financial Services, Education, Healthcare",Diverse product applications,Inconsistent performance,Expanded cloud gaming services
Qualcomm,71.86,7.32,12.01,Snapdragon GPU,1,9,3,FPGA Optimization,"Media & Entertainment, Education, Defense, Cloud",Competitive pricing,High power consumption,Partnered with automotive leaders
Huawei,76.96,48.92,24.62,"Kirin GPU, Ascend AI",6,2,2,Neural Networks,"Defense, Telecommunications, Enterprise",Strong brand recognition,Narrow product range,Partnered with automotive leaders
Samsung,165.84,12.47,30.36,"Mali GPU, RDNA, Exynos GPU",6,7,5,Multi-GPU Scaling,"Education, Telecommunications, Media & Entertainment",Innovative R&D,High prices,Launched new RTX 40 series
Broadcom,133.5,41.84,28.95,"Tomahawk, VideoCore, StrataDNX",8,5,5,FPGA Optimization,"Enterprise, Gaming, Media & Entertainment",Strong partnerships,Inconsistent performance,Expanded cloud gaming services
